'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'0:10.187',3.362,10.273,10.534,-4.981,-4.818,10.45,6.285,3.027,6.985,7.371,2.092,-1.323
'0:10.191',3.353,10.254,10.524,-4.966,-4.818,10.435,6.288,3.024,6.956,7.357,2.074,-1.334
'0:10.195',3.351,10.217,10.49,-4.947,-4.802,10.4,6.288,3.023,6.951,7.36,2.085,-1.313
'0:10.198',3.375,10.187,10.436,-4.944,-4.763,10.358,6.276,3.029,6.921,7.359,2.104,-1.293
'0:10.202',3.368,10.208,10.464,-4.952,-4.78,10.382,6.282,3.037,6.94,7.37,2.106,-1.294
'0:10.206',3.339,10.235,10.52,-4.951,-4.822,10.424,6.294,3.037,6.961,7.363,2.085,-1.315
'0:10.210',3.307,10.22,10.536,-4.927,-4.846,10.425,6.295,3.029,6.965,7.342,2.06,-1.343
'0:10.214',3.355,10.195,10.463,-4.939,-4.786,10.376,6.282,3.023,6.933,7.32,2.054,-1.349
'0:10.218',3.347,10.154,10.43,-4.914,-4.774,10.338,6.285,3.023,6.908,7.332,2.061,-1.335
'0:10.222',3.33,10.159,10.451,-4.908,-4.793,10.352,6.283,3.022,6.897,7.326,2.06,-1.337
'0:10.226',3.334,10.206,10.495,-4.934,-4.813,10.397,6.284,3.016,6.939,7.318,2.046,-1.362
'0:10.230',3.332,10.191,10.482,-4.925,-4.807,10.383,6.28,3.013,6.935,7.297,2.02,-1.389
'0:10.233',3.323,10.163,10.464,-4.907,-4.803,10.36,6.28,3.01,6.896,7.299,2.02,-1.388
'0:10.237',3.348,10.155,10.43,-4.915,-4.773,10.339,6.288,3.017,6.895,7.316,2.042,-1.354
'0:10.241',3.352,10.162,10.434,-4.92,-4.773,10.345,6.282,3.014,6.884,7.322,2.056,-1.343
'0:10.245',3.347,10.199,10.476,-4.937,-4.796,10.383,6.29,3.022,6.932,7.313,2.042,-1.364
'0:10.249',3.329,10.203,10.497,-4.93,-4.816,10.396,6.287,3.013,6.919,7.305,2.029,-1.392
'0:10.253',3.344,10.182,10.461,-4.926,-4.791,10.368,6.283,3.017,6.92,7.303,2.029,-1.384
'0:10.257',3.356,10.165,10.432,-4.924,-4.77,10.345,6.298,3.033,6.899,7.324,2.05,-1.357
'0:10.261',3.354,10.145,10.415,-4.913,-4.763,10.327,6.287,3.018,6.882,7.321,2.048,-1.353
'0:10.265',3.341,10.182,10.464,-4.925,-4.793,10.369,6.292,3.02,6.95,7.319,2.054,-1.352
'0:10.268',3.317,10.191,10.498,-4.917,-4.822,10.391,6.293,3.014,6.928,7.299,2.029,-1.377
'0:10.272',3.299,10.174,10.499,-4.9,-4.832,10.382,6.299,3.024,6.929,7.305,2.035,-1.358
'0:10.276',3.336,10.152,10.439,-4.908,-4.784,10.342,6.293,3.031,6.915,7.315,2.048,-1.346
'0:10.280',3.351,10.156,10.428,-4.916,-4.771,10.338,6.293,3.033,6.922,7.329,2.061,-1.331
'0:10.284',3.332,10.176,10.467,-4.917,-4.799,10.368,6.298,3.027,6.916,7.32,2.055,-1.352
'0:10.288',3.321,10.186,10.489,-4.917,-4.817,10.384,6.289,3.019,6.939,7.308,2.028,-1.389
'0:10.292',3.311,10.167,10.479,-4.903,-4.817,10.37,6.297,3.022,6.922,7.305,2.028,-1.389
'0:10.296',3.333,10.159,10.45,-4.91,-4.791,10.351,6.319,3.052,6.907,7.313,2.039,-1.377
'0:10.300',3.337,10.138,10.425,-4.901,-4.776,10.328,6.361,3.109,6.909,7.295,1.999,-1.418
'0:10.304',3.366,10.141,10.399,-4.917,-4.748,10.316,6.37,3.146,6.912,7.322,1.988,-1.448
'0:10.307',3.414,10.137,10.347,-4.939,-4.698,10.288,6.391,3.224,6.882,7.398,2.03,-1.456
'0:10.311',3.42,10.132,10.335,-4.939,-4.69,10.28,6.438,3.311,6.874,7.591,2.171,-1.397
'0:10.315',3.478,10.134,10.28,-4.97,-4.633,10.254,6.402,3.321,6.86,7.953,2.471,-1.204
'0:10.319',3.549,10.191,10.265,-5.034,-4.59,10.275,6.31,3.263,6.87,8.466,2.958,-0.839
'0:10.323',3.592,10.304,10.335,-5.111,-4.604,10.366,6.152,3.069,6.913,8.91,3.44,-0.457
'0:10.327',3.585,10.469,10.507,-5.19,-4.694,10.534,5.972,2.815,7.052,9.352,3.91,-0.098
'0:10.331',3.483,10.57,10.71,-5.19,-4.845,10.686,5.866,2.579,7.151,9.459,4.025,0.05
'0:10.335',3.437,10.598,10.784,-5.181,-4.906,10.737,5.761,2.405,7.168,9.386,3.989,0.116
'0:10.339',3.354,10.499,10.768,-5.089,-4.939,10.68,5.647,2.189,7.132,8.424,3.402,-0.083
'0:10.342',3.238,10.486,10.871,-5.026,-5.049,10.725,5.661,2.13,7.174,6.978,2.217,-0.758
'0:10.346',3.186,10.451,10.889,-4.983,-5.084,10.717,5.686,2.187,7.197,6.766,1.915,-1.035
'0:10.350',3.23,10.399,10.793,-4.978,-5.013,10.642,5.717,2.272,7.093,6.905,2.004,-1.024
'0:10.354',3.262,10.354,10.716,-4.972,-4.959,10.581,5.787,2.376,7.066,6.971,2.023,-1.036
'0:10.358',3.277,10.317,10.664,-4.961,-4.926,10.537,5.892,2.515,7.025,7.046,2.052,-1.043
'0:10.362',3.28,10.329,10.673,-4.968,-4.929,10.548,5.99,2.622,7.054,7.105,2.055,-1.077
'0:10.366',3.251,10.374,10.746,-4.976,-4.98,10.606,6.078,2.727,7.068,7.177,2.086,-1.086
'0:10.370',3.242,10.404,10.786,-4.987,-5.004,10.642,6.127,2.771,7.099,7.228,2.111,-1.078
'0:10.374',3.297,10.388,10.715,-5.006,-4.941,10.598,6.119,2.77,7.077,7.226,2.094,-1.115
'0:10.377',3.269,10.341,10.695,-4.968,-4.945,10.565,6.15,2.806,7.061,7.245,2.093,-1.137
'0:10.381',3.262,10.319,10.68,-4.954,-4.941,10.546,6.187,2.841,7.05,7.258,2.086,-1.166
'0:10.385',3.301,10.315,10.638,-4.971,-4.901,10.523,6.186,2.844,7.03,7.231,2.038,-1.221
'0:10.389',3.275,10.298,10.646,-4.95,-4.918,10.519,6.202,2.866,6.994,7.232,2.032,-1.25
'0:10.393',3.26,10.28,10.644,-4.934,-4.924,10.508,6.214,2.877,7.004,7.243,2.046,-1.232
'0:10.397',3.291,10.256,10.589,-4.938,-4.881,10.469,6.207,2.89,6.984,7.256,2.044,-1.22
'0:10.401',3.276,10.268,10.616,-4.936,-4.902,10.488,6.207,2.895,6.997,7.263,2.072,-1.191
'0:10.405',3.265,10.289,10.647,-4.94,-4.923,10.515,6.213,2.889,7.025,7.259,2.066,-1.205
'0:10.409',3.269,10.307,10.662,-4.952,-4.929,10.531,6.216,2.88,7.029,7.239,2.039,-1.232
'0:10.412',3.297,10.29,10.617,-4.957,-4.892,10.5,6.207,2.884,7.008,7.238,2.045,-1.222
'0:10.416',3.319,10.277,10.581,-4.962,-4.864,10.476,6.218,2.898,6.954,7.26,2.067,-1.203
'0:10.420',3.332,10.275,10.566,-4.967,-4.849,10.467,6.215,2.895,6.974,7.268,2.082,-1.184
'0:10.424',3.29,10.293,10.626,-4.955,-4.9,10.506,6.225,2.892,6.989,7.267,2.077,-1.181
'0:10.428',3.271,10.31,10.663,-4.954,-4.928,10.533,6.225,2.893,6.994,7.256,2.066,-1.201
'0:10.432',3.325,10.306,10.605,-4.979,-4.872,10.502,6.212,2.884,6.99,7.251,2.054,-1.213
'0:10.436',3.296,10.277,10.604,-4.95,-4.887,10.487,6.209,2.883,7.039,7.257,2.075,-1.192
'0:10.440',3.291,10.276,10.608,-4.947,-4.89,10.488,6.216,2.885,6.972,7.28,2.095,-1.156
'0:10.444',3.3,10.295,10.619,-4.961,-4.891,10.503,6.207,2.887,7.005,7.274,2.093,-1.166
'0:10.447',3.287,10.317,10.653,-4.965,-4.915,10.531,6.207,2.88,7.043,7.258,2.076,-1.187
'0:10.451',3.286,10.31,10.647,-4.962,-4.913,10.525,6.213,2.885,7.008,7.267,2.079,-1.18
'0:10.455',3.31,10.299,10.612,-4.968,-4.883,10.501,6.212,2.885,7.01,7.274,2.094,-1.159
'0:10.459',3.261,10.28,10.642,-4.934,-4.922,10.507,6.219,2.894,7.023,7.296,2.125,-1.134
'0:10.463',3.266,10.304,10.661,-4.948,-4.93,10.528,6.218,2.89,7.046,7.292,2.116,-1.144
'0:10.467',3.293,10.323,10.653,-4.971,-4.913,10.534,6.204,2.872,7.056,7.26,2.075,-1.175
'0:10.471',3.3,10.328,10.651,-4.977,-4.908,10.536,6.204,2.871,7.028,7.255,2.085,-1.165
'0:10.475',3.313,10.322,10.632,-4.981,-4.891,10.524,6.209,2.885,7.033,7.278,2.114,-1.141
'0:10.479',3.29,10.309,10.643,-4.963,-4.909,10.523,6.216,2.897,6.986,7.311,2.142,-1.11
'0:10.482',3.291,10.321,10.653,-4.969,-4.914,10.533,6.213,2.894,6.993,7.311,2.142,-1.105
'0:10.486',3.273,10.357,10.708,-4.979,-4.95,10.579,6.212,2.888,7.077,7.302,2.124,-1.116
'0:10.490',3.28,10.362,10.705,-4.985,-4.944,10.58,6.22,2.902,7.069,7.304,2.133,-1.108
'0:10.494',3.278,10.338,10.684,-4.971,-4.936,10.557,6.218,2.9,7.065,7.309,2.137,-1.098
'0:10.498',3.274,10.321,10.671,-4.961,-4.931,10.542,6.226,2.909,7.032,7.334,2.165,-1.062
'0:10.502',3.328,10.34,10.636,-4.997,-4.887,10.534,6.207,2.893,7.044,7.329,2.168,-1.065
'0:10.506',3.312,10.368,10.679,-5.004,-4.915,10.57,6.211,2.902,7.064,7.324,2.164,-1.09
'0:10.510',3.292,10.366,10.697,-4.992,-4.935,10.578,6.223,2.902,7.083,7.324,2.159,-1.099
'0:10.514',3.332,10.356,10.647,-5.008,-4.89,10.549,6.214,2.903,7.049,7.33,2.166,-1.061
'0:10.518',3.31,10.334,10.647,-4.986,-4.901,10.537,6.223,2.922,7.045,7.357,2.201,-1.025
'0:10.521',3.314,10.35,10.659,-4.995,-4.905,10.55,6.226,2.943,7.044,7.378,2.216,-1.009
'0:10.525',3.305,10.387,10.706,-5.01,-4.933,10.593,6.232,2.939,7.073,7.373,2.209,-1.02
'0:10.529',3.288,10.394,10.729,-5.005,-4.953,10.608,6.239,2.955,7.108,7.38,2.211,-1.032
'0:10.533',3.296,10.386,10.714,-5.005,-4.941,10.597,6.244,2.966,7.084,7.393,2.223,-1.014
'0:10.537',3.337,10.373,10.659,-5.018,-4.893,10.562,6.247,2.983,7.051,7.421,2.252,-0.988
'0:10.541',3.342,10.382,10.664,-5.026,-4.893,10.57,6.252,2.997,7.055,7.438,2.275,-0.969
'0:10.545',3.357,10.422,10.688,-5.053,-4.897,10.601,6.258,3.004,7.086,7.45,2.281,-0.976
'0:10.549',3.299,10.419,10.744,-5.022,-4.955,10.627,6.264,3.011,7.146,7.444,2.256,-1.005
'0:10.553',3.315,10.411,10.72,-5.027,-4.935,10.612,6.271,3.03,7.066,7.455,2.271,-1
'0:10.556',3.367,10.39,10.646,-5.042,-4.872,10.565,6.267,3.042,7.039,7.473,2.286,-0.975
'0:10.560',3.353,10.39,10.661,-5.035,-4.887,10.572,6.288,3.068,7.061,7.508,2.318,-0.94
'0:10.564',3.322,10.415,10.717,-5.032,-4.93,10.612,6.296,3.081,7.096,7.519,2.328,-0.938
'0:10.568',3.323,10.442,10.743,-5.046,-4.942,10.639,6.308,3.096,7.103,7.523,2.322,-0.956
'0:10.572',3.358,10.424,10.689,-5.055,-4.897,10.602,6.308,3.108,7.052,7.524,2.31,-0.98
'0:10.576',3.382,10.404,10.646,-5.057,-4.864,10.572,6.32,3.142,7.072,7.557,2.344,-0.953
'0:10.580',3.373,10.404,10.655,-5.052,-4.873,10.576,6.338,3.17,7.028,7.592,2.376,-0.928
'0:10.584',3.357,10.409,10.675,-5.047,-4.891,10.589,6.339,3.173,7.098,7.589,2.356,-0.955
'0:10.588',3.35,10.416,10.69,-5.046,-4.902,10.599,6.341,3.173,7.062,7.577,2.339,-0.982
'0:10.591',3.352,10.418,10.69,-5.048,-4.901,10.6,6.366,3.197,7.063,7.59,2.343,-0.996
'0:10.595',3.386,10.39,10.627,-5.052,-4.853,10.555,6.371,3.207,7.072,7.605,2.352,-0.991
'0:10.599',3.395,10.373,10.601,-5.047,-4.836,10.533,6.376,3.225,7.017,7.627,2.381,-0.965
'0:10.603',3.386,10.387,10.624,-5.05,-4.851,10.552,6.379,3.25,7.067,7.634,2.375,-0.982
'0:10.607',3.368,10.402,10.658,-5.049,-4.877,10.576,6.39,3.232,7.045,7.624,2.35,-1.03
'0:10.611',3.393,10.385,10.616,-5.053,-4.843,10.547,6.382,3.227,7.052,7.616,2.331,-1.061
'0:10.615',3.418,10.353,10.558,-5.049,-4.802,10.501,6.372,3.246,7.007,7.628,2.34,-1.062
'0:10.619',3.423,10.323,10.524,-5.037,-4.783,10.47,6.375,3.244,6.985,7.644,2.343,-1.059
'0:10.623',3.402,10.326,10.548,-5.027,-4.805,10.483,6.372,3.229,6.963,7.639,2.329,-1.077
'0:10.626',3.379,10.333,10.577,-5.02,-4.831,10.501,6.364,3.214,7.011,7.617,2.296,-1.122
'0:10.630',3.379,10.307,10.551,-5.007,-4.818,10.476,6.354,3.197,6.977,7.583,2.256,-1.169
'0:10.634',3.383,10.265,10.505,-4.988,-4.793,10.431,6.357,3.183,6.972,7.568,2.246,-1.185
'0:10.638',3.396,10.239,10.467,-4.981,-4.768,10.4,6.347,3.161,6.931,7.555,2.233,-1.186
'0:10.642',3.395,10.234,10.463,-4.978,-4.767,10.395,6.339,3.152,6.952,7.538,2.215,-1.204
'0:10.646',3.378,10.26,10.506,-4.983,-4.796,10.429,6.332,3.137,6.963,7.503,2.168,-1.253
'0:10.650',3.345,10.252,10.53,-4.962,-4.825,10.437,6.338,3.134,6.958,7.477,2.143,-1.281
'0:10.654',3.354,10.226,10.495,-4.954,-4.802,10.406,6.342,3.126,6.94,7.455,2.133,-1.303
'0:10.658',3.381,10.195,10.437,-4.952,-4.76,10.362,6.323,3.1,6.927,7.441,2.115,-1.296
'0:10.661',3.368,10.199,10.454,-4.947,-4.775,10.373,6.317,3.089,6.962,7.432,2.104,-1.283
'0:10.665',3.365,10.219,10.477,-4.956,-4.789,10.395,6.305,3.078,6.934,7.397,2.085,-1.315
'0:10.669',3.354,10.226,10.495,-4.954,-4.802,10.406,6.304,3.076,6.925,7.37,2.05,-1.352
'0:10.673',3.336,10.203,10.49,-4.933,-4.809,10.393,6.308,3.077,6.944,7.375,2.05,-1.356
'0:10.677',3.361,10.183,10.446,-4.936,-4.774,10.361,6.308,3.065,6.913,7.377,2.061,-1.342
'0:10.681',3.368,10.192,10.448,-4.943,-4.772,10.366,6.303,3.061,6.922,7.374,2.067,-1.33
'0:10.685',3.342,10.208,10.49,-4.939,-4.806,10.396,6.303,3.053,6.927,7.351,2.036,-1.357
'0:10.689',3.343,10.224,10.504,-4.947,-4.813,10.41,6.306,3.047,6.939,7.334,2.021,-1.372
'0:10.693',3.345,10.211,10.49,-4.941,-4.805,10.397,6.305,3.045,6.926,7.33,2.021,-1.377
'0:10.696',3.339,10.181,10.465,-4.923,-4.795,10.369,6.303,3.049,6.938,7.338,2.037,-1.351
'0:10.700',3.346,10.181,10.458,-4.927,-4.789,10.366,6.301,3.045,6.943,7.342,2.046,-1.334
'0:10.704',3.327,10.208,10.505,-4.931,-4.821,10.403,6.305,3.046,6.965,7.338,2.038,-1.342
'0:10.708',3.354,10.216,10.485,-4.949,-4.797,10.397,6.288,3.019,6.962,7.298,1.99,-1.398
'0:10.712',3.358,10.206,10.471,-4.945,-4.789,10.384,6.292,3.02,6.956,7.296,1.995,-1.392
'0:10.716',3.348,10.179,10.454,-4.927,-4.786,10.363,6.297,3.023,6.942,7.316,2.01,-1.363
'0:10.720',3.341,10.164,10.447,-4.916,-4.785,10.352,6.284,3.029,6.925,7.322,2.025,-1.348
'0:10.724',3.35,10.199,10.473,-4.938,-4.793,10.382,6.286,3.028,6.931,7.319,2.017,-1.362
'0:10.728',3.324,10.211,10.511,-4.931,-4.826,10.407,6.285,3.023,6.945,7.305,2.001,-1.387
'0:10.732',3.328,10.207,10.503,-4.931,-4.82,10.402,6.295,3.017,6.963,7.307,1.999,-1.381
'0:10.735',3.352,10.189,10.461,-4.934,-4.787,10.372,6.294,3.028,6.934,7.313,2.009,-1.368
'0:10.739',3.352,10.181,10.452,-4.93,-4.783,10.363,6.289,3.044,6.923,7.338,2.035,-1.338
'0:10.743',3.346,10.214,10.492,-4.943,-4.805,10.4,6.3,3.045,6.967,7.343,2.046,-1.333
'0:10.747',3.323,10.23,10.53,-4.939,-4.836,10.427,6.3,3.03,6.963,7.325,2.015,-1.367
'0:10.751',3.355,10.219,10.487,-4.951,-4.798,10.4,6.29,3.019,6.958,7.298,1.992,-1.397
'0:10.755',3.367,10.189,10.446,-4.941,-4.771,10.364,6.291,3.024,6.941,7.311,2.008,-1.372
'0:10.759',3.362,10.18,10.441,-4.935,-4.771,10.356,6.291,3.027,6.924,7.329,2.033,-1.358
'0:10.763',3.344,10.195,10.475,-4.933,-4.797,10.381,6.296,3.037,6.947,7.343,2.033,-1.356
'0:10.767',3.315,10.225,10.533,-4.934,-4.841,10.426,6.299,3.039,6.993,7.329,2.005,-1.377
'0:10.770',3.327,10.211,10.508,-4.933,-4.823,10.406,6.292,3.046,6.987,7.314,2.001,-1.378
'0:10.774',3.322,10.191,10.493,-4.92,-4.817,10.388,6.295,3.044,6.953,7.327,2.017,-1.359
'0:10.778',3.351,10.19,10.463,-4.934,-4.789,10.373,6.298,3.044,6.961,7.347,2.031,-1.348
'0:10.782',3.351,10.194,10.467,-4.936,-4.791,10.377,6.3,3.047,6.912,7.343,2.037,-1.343
'0:10.786',3.321,10.214,10.517,-4.931,-4.83,10.412,6.296,3.034,6.941,7.328,2.013,-1.375
'0:10.790',3.301,10.215,10.538,-4.921,-4.851,10.423,6.304,3.041,6.97,7.321,2.005,-1.39
'0:10.794',3.344,10.198,10.477,-4.935,-4.799,10.384,6.298,3.037,6.945,7.314,1.998,-1.385
'0:10.798',3.36,10.178,10.441,-4.933,-4.772,10.355,6.297,3.041,6.899,7.33,2.029,-1.359
'0:10.802',3.327,10.187,10.484,-4.92,-4.811,10.382,6.3,3.036,6.939,7.342,2.037,-1.339
'0:10.805',3.319,10.217,10.522,-4.932,-4.834,10.416,6.305,3.04,6.938,7.333,2.024,-1.353
'0:10.809',3.329,10.225,10.519,-4.94,-4.827,10.418,6.302,3.032,6.936,7.315,2,-1.384
'0:10.813',3.354,10.203,10.473,-4.941,-4.792,10.384,6.297,3.032,6.91,7.311,2.003,-1.383
'0:10.817',3.365,10.18,10.438,-4.936,-4.768,10.355,6.301,3.047,6.895,7.329,2.025,-1.353
'0:10.821',3.347,10.174,10.451,-4.924,-4.784,10.358,6.294,3.037,6.912,7.331,2.031,-1.34
'0:10.825',3.338,10.213,10.499,-4.939,-4.813,10.402,6.294,3.037,6.927,7.32,2.024,-1.353
'0:10.829',3.337,10.219,10.505,-4.941,-4.817,10.408,6.291,3.03,6.959,7.309,2.008,-1.375
'0:10.833',3.313,10.209,10.52,-4.925,-4.836,10.411,6.306,3.042,6.955,7.319,2.016,-1.365
'0:10.837',3.346,10.176,10.453,-4.924,-4.786,10.361,6.299,3.038,6.949,7.32,2.02,-1.353
'0:10.840',3.377,10.188,10.435,-4.946,-4.762,10.358,6.299,3.04,6.908,7.326,2.035,-1.334
'0:10.844',3.358,10.209,10.475,-4.947,-4.791,10.388,6.298,3.033,6.961,7.316,2.021,-1.352
'0:10.848',3.324,10.225,10.524,-4.938,-4.833,10.421,6.302,3.031,6.942,7.307,2.007,-1.377
'0:10.852',3.315,10.203,10.511,-4.922,-4.83,10.403,6.3,3.026,6.926,7.301,1.994,-1.381
'0:10.856',3.337,10.188,10.475,-4.926,-4.801,10.378,6.301,3.032,6.913,7.313,2.014,-1.346
'0:10.860',3.381,10.183,10.425,-4.945,-4.754,10.35,6.29,3.017,6.915,7.314,2.017,-1.339
'0:10.864',3.329,10.185,10.48,-4.92,-4.808,10.379,6.288,3.011,6.947,7.309,2.011,-1.351
'0:10.868',3.337,10.211,10.498,-4.938,-4.813,10.401,6.287,3.01,6.956,7.285,1.998,-1.374
'0:10.872',3.328,10.192,10.488,-4.923,-4.813,10.386,6.28,3.004,6.958,7.279,1.994,-1.378
'0:10.875',3.321,10.177,10.479,-4.913,-4.812,10.375,6.292,3.022,6.939,7.303,2.017,-1.36
'0:10.879',3.333,10.169,10.459,-4.915,-4.795,10.36,6.295,3.028,6.919,7.317,2.037,-1.338
'0:10.883',3.316,10.194,10.501,-4.918,-4.825,10.394,6.304,3.022,6.931,7.325,2.034,-1.329
'0:10.887',3.328,10.224,10.52,-4.939,-4.828,10.418,6.295,3.012,6.96,7.293,2.008,-1.358
'0:10.891',3.346,10.208,10.486,-4.94,-4.802,10.394,6.286,3.012,6.939,7.281,1.997,-1.373
'0:10.895',3.341,10.197,10.479,-4.933,-4.801,10.384,6.294,3.016,6.912,7.308,2.025,-1.335
'0:10.899',3.355,10.178,10.446,-4.93,-4.777,10.358,6.286,3.024,6.909,7.314,2.035,-1.323
'0:10.903',3.376,10.191,10.439,-4.947,-4.764,10.361,6.28,3.013,6.919,7.304,2.025,-1.341
'0:10.907',3.304,10.21,10.53,-4.92,-4.845,10.417,6.286,3.012,6.963,7.298,2.014,-1.352
'0:10.911',3.31,10.208,10.522,-4.923,-4.838,10.411,6.293,3.012,6.951,7.289,2.006,-1.368
'0:10.914',3.336,10.186,10.474,-4.925,-4.801,10.377,6.284,3.013,6.906,7.297,2.017,-1.358
'0:10.918',3.352,10.172,10.444,-4.925,-4.778,10.354,6.284,3.011,6.885,7.308,2.033,-1.342
'0:10.922',3.33,10.174,10.467,-4.915,-4.8,10.367,6.289,3.015,6.933,7.305,2.037,-1.343
'0:10.926',3.335,10.21,10.499,-4.937,-4.814,10.401,6.283,2.999,6.932,7.283,2.002,-1.354
'0:10.930',3.341,10.213,10.496,-4.94,-4.81,10.401,6.288,3,6.932,7.28,1.997,-1.37
'0:10.934',3.293,10.174,10.504,-4.897,-4.838,10.385,6.295,3.015,6.927,7.291,2.018,-1.35
'0:10.938',3.321,10.168,10.471,-4.908,-4.807,10.366,6.299,3.016,6.92,7.309,2.025,-1.327
'0:10.942',3.339,10.17,10.454,-4.918,-4.79,10.358,6.288,3.013,6.934,7.306,2.035,-1.317
'0:10.946',3.329,10.21,10.504,-4.934,-4.819,10.403,6.281,3.005,6.944,7.296,2.022,-1.338
'0:10.949',3.332,10.219,10.51,-4.939,-4.821,10.411,6.284,3.001,6.965,7.284,2.009,-1.362
'0:10.953',3.338,10.191,10.476,-4.928,-4.801,10.38,6.285,3.006,6.929,7.288,2.01,-1.365
'0:10.957',3.33,10.181,10.474,-4.919,-4.804,10.374,6.29,3.019,6.919,7.315,2.041,-1.318
'0:10.961',3.336,10.178,10.465,-4.92,-4.796,10.368,6.285,3.015,6.925,7.321,2.048,-1.305
'0:10.965',3.313,10.19,10.5,-4.915,-4.826,10.392,6.279,3.002,6.955,7.295,2.02,-1.343
'0:10.969',3.306,10.197,10.514,-4.915,-4.836,10.402,6.285,3.005,6.932,7.282,2.001,-1.37
'0:10.973',3.343,10.181,10.461,-4.925,-4.792,10.367,6.277,2.989,6.922,7.273,1.992,-1.376
'0:10.977',3.389,10.161,10.396,-4.939,-4.736,10.325,6.271,2.992,6.919,7.28,2.009,-1.357
'0:10.981',3.357,10.18,10.446,-4.932,-4.776,10.359,6.288,3.01,6.937,7.309,2.033,-1.333
'0:10.984',3.365,10.24,10.499,-4.966,-4.799,10.416,6.294,3.016,6.985,7.314,2.027,-1.348
'0:10.988',3.328,10.274,10.57,-4.964,-4.853,10.468,6.305,3.012,7.005,7.308,2.012,-1.356
'0:10.992',3.337,10.259,10.546,-4.962,-4.837,10.449,6.304,3.014,6.987,7.312,2.017,-1.351
'0:10.996',3.342,10.241,10.523,-4.955,-4.822,10.428,6.305,3.019,6.998,7.329,2.05,-1.312
'0:11.000',3.355,10.229,10.497,-4.956,-4.803,10.409,6.31,3.042,6.953,7.341,2.056,-1.31
'0:11.004',3.356,10.263,10.53,-4.973,-4.819,10.443,6.307,3.034,7.004,7.337,2.056,-1.316
'0:11.008',3.334,10.3,10.589,-4.981,-4.86,10.491,6.302,3.025,7.012,7.328,2.038,-1.342
'0:11.012',3.344,10.307,10.587,-4.989,-4.854,10.494,6.289,3.017,7.074,7.336,2.042,-1.339
'0:11.016',3.371,10.295,10.548,-4.996,-4.82,10.468,6.276,3.017,6.982,7.348,2.071,-1.296
'0:11.019',3.365,10.279,10.537,-4.986,-4.818,10.454,6.262,2.99,6.965,7.353,2.077,-1.278
'0:11.023',3.34,10.293,10.576,-4.98,-4.85,10.481,6.267,2.991,7.002,7.359,2.079,-1.283
'0:11.027',3.322,10.309,10.611,-4.979,-4.877,10.506,6.263,2.984,7.032,7.339,2.061,-1.308
'0:11.031',3.337,10.318,10.604,-4.991,-4.866,10.507,6.276,3,7.013,7.351,2.073,-1.302
'0:11.035',3.385,10.294,10.532,-5.003,-4.806,10.459,6.27,3.012,6.994,7.37,2.103,-1.269
'0:11.039',3.361,10.245,10.507,-4.966,-4.805,10.423,6.272,3.012,6.919,7.381,2.111,-1.253
'0:11.043',3.334,10.232,10.522,-4.947,-4.826,10.424,6.276,3.011,6.935,7.372,2.108,-1.257
'0:11.047',3.309,10.252,10.566,-4.944,-4.861,10.455,6.277,3.005,6.976,7.354,2.094,-1.28
'0:11.051',3.372,10.243,10.495,-4.971,-4.793,10.415,6.257,2.988,6.935,7.323,2.061,-1.31
'0:11.054',3.381,10.208,10.451,-4.959,-4.767,10.376,6.256,2.989,6.908,7.312,2.053,-1.305
'0:11.058',3.381,10.194,10.436,-4.951,-4.76,10.361,6.266,3.006,6.916,7.343,2.086,-1.268
'0:11.062',3.359,10.211,10.476,-4.949,-4.791,10.39,6.273,3.011,6.949,7.345,2.091,-1.279
'0:11.066',3.315,10.238,10.547,-4.94,-4.848,10.439,6.28,3.01,6.987,7.327,2.066,-1.309
'0:11.070',3.33,10.229,10.522,-4.943,-4.828,10.422,6.275,2.998,6.939,7.3,2.037,-1.335
'0:11.074',3.367,10.202,10.458,-4.948,-4.778,10.377,6.26,2.982,6.92,7.284,2.021,-1.359
'0:11.078',3.365,10.167,10.426,-4.93,-4.763,10.343,6.267,2.989,6.91,7.294,2.032,-1.351
'0:11.082',3.351,10.16,10.433,-4.919,-4.773,10.343,6.258,2.981,6.928,7.288,2.021,-1.341
'0:11.086',3.342,10.207,10.488,-4.938,-4.805,10.394,6.268,2.981,6.961,7.279,2.012,-1.347
'0:11.089',3.295,10.202,10.53,-4.912,-4.85,10.412,6.275,2.991,6.964,7.28,2.02,-1.347
'0:11.093',3.322,10.186,10.488,-4.917,-4.816,10.383,6.271,2.988,6.924,7.279,2.015,-1.348
'0:11.097',3.336,10.164,10.451,-4.914,-4.79,10.354,6.276,2.997,6.884,7.299,2.044,-1.319
'0:11.101',3.312,10.15,10.461,-4.894,-4.807,10.352,6.27,2.99,6.913,7.299,2.05,-1.316
'0:11.105',3.334,10.195,10.484,-4.928,-4.807,10.386,6.268,2.986,6.94,7.29,2.027,-1.348
'0:11.109',3.319,10.192,10.497,-4.919,-4.821,10.391,6.271,2.986,6.934,7.277,2.008,-1.377
'0:11.113',3.326,10.193,10.491,-4.923,-4.815,10.388,6.279,2.998,6.92,7.288,2.02,-1.348
'0:11.117',3.369,10.179,10.433,-4.938,-4.765,10.353,6.278,3,6.885,7.299,2.039,-1.32
